"","loan_amount","emp_length","home_ownership","income","loan_purpose","debt_to_income","credit_score","recent_inquiry","delinquent","credit_accounts","bad_public_record","credit_utilization","past_bankrupt","outcome"
"533","LOW","10+ years","RENT","MEDIUM","house","AVERAGE","AVERAGE","YES","NEVER","FEW","YES","LOW","YES","default"
"535","LOW","unemployed","MORTGAGE","LOW","home_improvement","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"537","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","NO","NEVER","MANY","NO","LOW","NO","repaid"
"538","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"539","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"540","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"542","MEDIUM","10+ years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"546","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"547","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"548","MEDIUM","2 - 5 years","RENT","MEDIUM","car","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"553","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"554","MEDIUM","10+ years","MORTGAGE","LOW","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"559","LOW","2 - 5 years","RENT","MEDIUM","vacation","LOW","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"560","MEDIUM","2 - 5 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"561","HIGH","2 - 5 years","MORTGAGE","HIGH","home_improvement","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"564","LOW","10+ years","MORTGAGE","MEDIUM","other","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"570","MEDIUM","unemployed","MORTGAGE","LOW","debt_consolidation","HIGH","LOW","YES","NEVER","FEW","NO","HIGH","NO","default"
"571","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"575","HIGH","10+ years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"576","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"581","MEDIUM","2 - 5 years","MORTGAGE","HIGH","credit_card","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"582","LOW","6 - 9 years","MORTGAGE","HIGH","medical","HIGH","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"584","MEDIUM","6 - 9 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"589","LOW","2 - 5 years","MORTGAGE","MEDIUM","other","AVERAGE","LOW","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"590","MEDIUM","2 - 5 years","RENT","LOW","other","AVERAGE","LOW","NO","NEVER","FEW","NO","HIGH","NO","default"
"595","HIGH","2 - 5 years","RENT","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"596","LOW","2 - 5 years","MORTGAGE","LOW","major_purchase","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"598","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"600","MEDIUM","10+ years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"602","LOW","10+ years","MORTGAGE","MEDIUM","medical","HIGH","AVERAGE","YES","NEVER","AVERAGE","YES","LOW","NO","default"
"603","MEDIUM","2 - 5 years","RENT","MEDIUM","other","HIGH","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","default"
"609","HIGH","10+ years","MORTGAGE","HIGH","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"610","MEDIUM","6 - 9 years","MORTGAGE","HIGH","credit_card","LOW","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"617","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"619","HIGH","6 - 9 years","RENT","HIGH","credit_card","LOW","LOW","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"621","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"624","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"626","HIGH","6 - 9 years","RENT","MEDIUM","other","HIGH","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"631","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","repaid"
"632","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"633","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"638","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"644","MEDIUM","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"646","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","HIGH","LOW","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"651","MEDIUM","10+ years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"658","HIGH","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"670","MEDIUM","< 2 years","RENT","LOW","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"691","MEDIUM","2 - 5 years","RENT","LOW","wedding","HIGH","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"695","MEDIUM","< 2 years","RENT","MEDIUM","car","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"696","MEDIUM","2 - 5 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"701","MEDIUM","2 - 5 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"703","MEDIUM","10+ years","MORTGAGE","MEDIUM","credit_card","HIGH","LOW","NO","NEVER","MANY","NO","HIGH","NO","default"
"715","MEDIUM","2 - 5 years","RENT","MEDIUM","small_business","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"722","MEDIUM","2 - 5 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"723","MEDIUM","2 - 5 years","RENT","HIGH","small_business","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"725","MEDIUM","10+ years","RENT","MEDIUM","small_business","LOW","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","LOW","NO","repaid"
"729","MEDIUM","6 - 9 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"732","MEDIUM","< 2 years","RENT","MEDIUM","wedding","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"734","LOW","10+ years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"735","MEDIUM","10+ years","RENT","MEDIUM","credit_card","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"740","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"741","MEDIUM","< 2 years","RENT","MEDIUM","major_purchase","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"743","HIGH","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"744","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"745","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","AVERAGE","NO","LOW","NO","repaid"
"750","HIGH","6 - 9 years","RENT","MEDIUM","small_business","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"753","MEDIUM","unemployed","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"757","HIGH","< 2 years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"761","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"762","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"765","MEDIUM","10+ years","RENT","LOW","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"768","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","HIGH","NO","default"
"770","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","YES","MEDIUM","NO","repaid"
"772","HIGH","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"774","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"782","MEDIUM","< 2 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"785","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","LOW","YES","NEVER","FEW","NO","HIGH","NO","default"
"786","MEDIUM","< 2 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"787","MEDIUM","10+ years","RENT","LOW","wedding","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"791","MEDIUM","< 2 years","RENT","MEDIUM","other","HIGH","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","repaid"
"793","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"794","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"797","HIGH","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"799","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"800","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"803","HIGH","6 - 9 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"810","HIGH","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"811","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"817","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","wedding","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"820","MEDIUM","< 2 years","RENT","LOW","small_business","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"822","MEDIUM","10+ years","RENT","MEDIUM","credit_card","LOW","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"827","HIGH","10+ years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"831","HIGH","6 - 9 years","RENT","LOW","credit_card","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"835","HIGH","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"838","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"839","HIGH","2 - 5 years","MORTGAGE","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","default"
"841","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"846","MEDIUM","6 - 9 years","RENT","MEDIUM","credit_card","HIGH","LOW","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"848","MEDIUM","2 - 5 years","OWN","HIGH","house","AVERAGE","LOW","YES","NEVER","MANY","NO","HIGH","NO","default"
"852","MEDIUM","10+ years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"857","LOW","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"869","HIGH","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"875","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"877","LOW","6 - 9 years","RENT","LOW","vacation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"881","HIGH","2 - 5 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"884","LOW","< 2 years","MORTGAGE","MEDIUM","small_business","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"886","LOW","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"888","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"890","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"894","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"895","MEDIUM","6 - 9 years","RENT","LOW","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","HIGH","NO","default"
"899","HIGH","< 2 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"906","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"912","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"913","LOW","6 - 9 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"914","HIGH","< 2 years","RENT","HIGH","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"917","MEDIUM","10+ years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"919","MEDIUM","< 2 years","MORTGAGE","HIGH","debt_consolidation","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"923","MEDIUM","6 - 9 years","RENT","LOW","credit_card","AVERAGE","LOW","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"929","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"933","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"938","HIGH","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","HIGH","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"940","MEDIUM","< 2 years","RENT","LOW","credit_card","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"941","MEDIUM","< 2 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"949","HIGH","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"953","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"955","LOW","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"957","HIGH","10+ years","MORTGAGE","HIGH","small_business","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"964","MEDIUM","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"969","HIGH","10+ years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"970","LOW","2 - 5 years","MORTGAGE","MEDIUM","home_improvement","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"974","LOW","10+ years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"978","MEDIUM","2 - 5 years","RENT","LOW","credit_card","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"982","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"987","MEDIUM","2 - 5 years","OWN","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"991","HIGH","10+ years","OWN","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"1004","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"1005","HIGH","2 - 5 years","OWN","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"1009","LOW","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","LOW","YES","NEVER","MANY","NO","HIGH","NO","default"
"1015","MEDIUM","< 2 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"1027","HIGH","2 - 5 years","OWN","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"1028","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","repaid"
"1031","HIGH","< 2 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"1036","MEDIUM","2 - 5 years","RENT","LOW","credit_card","HIGH","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","repaid"
"1039","MEDIUM","10+ years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"1040","HIGH","< 2 years","RENT","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"1047","HIGH","2 - 5 years","MORTGAGE","HIGH","credit_card","LOW","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"1049","LOW","< 2 years","MORTGAGE","MEDIUM","other","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"1051","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"1053","MEDIUM","2 - 5 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"1055","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"1062","HIGH","10+ years","MORTGAGE","MEDIUM","credit_card","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"1065","MEDIUM","10+ years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","repaid"
"1066","MEDIUM","< 2 years","RENT","MEDIUM","wedding","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"1072","MEDIUM","10+ years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"1078","LOW","2 - 5 years","RENT","LOW","other","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"1080","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","repaid"
"1082","HIGH","10+ years","RENT","MEDIUM","other","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"1084","MEDIUM","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","YES","MEDIUM","YES","repaid"
"1087","MEDIUM","2 - 5 years","RENT","LOW","credit_card","HIGH","LOW","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"1088","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"1092","MEDIUM","10+ years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"1096","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"1097","MEDIUM","< 2 years","OWN","MEDIUM","credit_card","AVERAGE","LOW","YES","NEVER","MANY","YES","MEDIUM","YES","repaid"
"1099","HIGH","2 - 5 years","MORTGAGE","HIGH","small_business","LOW","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
